职位编码,职位名称,工作地址,薪资范围,企业性质,公司全称,人员规模,所属行业,职位描述,公司简介
TEST-SWE-0069,软件测试工程师,广州·天河·天园,6000-12000元,20-99人,广州鹏远信息科技有限公司,计算机软件,,1.编写测试计划及测试场景，根据需求规格说明书和概要设计编写测试用例（包括自动化测试、压力测试、性能测试和软件测试）；  2.参与项目的需求分析和评审，把控需求方案、评估测试容量和风险预警，  3.软件产品的功能测试、集成测试、压力测试和性能测试；  4.理解项目需求，制定项目测试方案，搭建测试环境，负责项目的功能测试，回归测试等工作。    5.本职位的工作地点：广东省云浮市新兴县,广州鹏远专注于金蝶软件的外包业务。公司创建者是金蝶的员工，在金蝶的扶持政策下开展软件外包业务。公司成立与2008年4月，截至目前运营良好，目前公司在职员工15人，都是纯技术人员。由于金蝶业务的不断增长，...
DEV-EMB-0120,智能座舱软件开发项目经理(J11435),广州·花都·秀全,1.6-3万,合资,东风日产乘用车公司,10000人以上,汽车研发/制造,岗位职责: 1.负责对业务的目标对齐和统筹，牵引团队； 2.组织团队制定项目计划，并跟踪、推进、反馈和维护； 3.负责项目节奏的把控和负荷管理，保证功能和价值的快速交付； 4.负责项目资源的组织与协调，确保项目中各干系人协同工作； 5.负责项目的风险和冲突管理，推动关键问题的闭环解决； 6.组织项目的反省、回顾、复盘，驱动团队进行有效的过程改进； 任职要求: 工科； 具有3年以上车联网或互联网领域项目经理工作经验。熟练运用各种项目管理工具，能用TB全流程项目管理优先。具备独立完成项目企划及项目落实推进的能力；按计划独立执行项目的能力；独立开展项目异常对应措施的能力；独立指导供应商按设计开发流程展开工作的能力。优秀的沟通能力、组织能力和协调能力；强烈的主动意识和执行力。具备一定的IT及车载领域相关专业知识，了解车载电子电气、车载通信、Android应用开发、Android Automotive的基本知识；了解汽车电子发展趋势，掌握行业发展动态。；,东风汽车有限公司东风日产乘用车公司（以下简称东风日产）成立于2003年6月16日，是东风汽车集团有限公司旗下重要的乘用车事业板块，从事NISSAN品牌乘用车的研发、采购、制造、销售、服务业务，是国内为数不...
SLS-SW-0093,软件销售经理,广州·天河·林和,7000-14000元,民营,广州汉金信息科技有限公司,20-99人,计算机软件,1、熟练使用电脑办公软件、互联网、微博、微信、QQ、天眼查的等工具； 2、熟悉收集客户信息的技巧和方法，有良好的电话沟通技巧，思路敏捷清晰，具备较强的应变能力和协调能力，擅长处理客户关系及维护与厂商的合作；  3、一年以上计算机行业销售经验，对于有软件销售工作经验者、有软件硬件销售渠道资源者，优先录用。 4、有Autodesk、Adobe、CoreLDRAW、红帽（Red Hat）、Microsoft、金山WPS、万兴（PDF、喵影、墨刀、亿图）、C4D、中望CAD等软件相关工作经验者优先录用。、 5、有有企业和政府等相关行业客户关系积累者先录用；4、对销售工作热衷，抗压能力强，接受能力强，工作热情度高，品行端正，工作细心；   待遇： 月工资7000-20000元/月，购买五险一金。 基本工资+效益奖金+业绩提成+年终奖金。职位福利：五险一金、全勤奖、通讯补助、带薪年假、员工旅游、节日福利、绩效奖金  职位亮点：基本工资+效益奖金+业绩提成+年终奖金。,公司简介:广州汉金信息科技有限公司是华南区计算机软件服务供应商，是一家专业从事企业级软件代理、数据安全和网络安全技术服务及信息系统集成的高科技企业。现公司专注的业务市场涉及到政府、教育、事业、企业...
DEV-EMB-0121,MCU软件开发（车载）,广州·白云·江高,1.8-2.8万·14薪,民营,广州维高集团有限公司,1000-9999人,汽车研发/制造,工作内容1.MCU代码框架设计与开发①负责MCU软件系统架构设计及核心代码开发，主导底层驱动（如外设控制、通信协议）和应用层功能模块（如业务逻辑、数据处理）的代码实现与优化。②制定代码规范，确保开发流程符合高质量、可维护性及可扩展性要求。③完成领导交代的其他工作2.软件团队管理与考核①负责MCU开发组的人员分工、任务协调及技术指导，推动团队高效完成项目目标。岗位要求：1.学历要求：本科及以上学历，电子工程、计算机、自动化或相关专业2.行业经验：5年以上工作经验，具有汽车电子或相关行业(如摩托车、工业控制)开发经验，熟悉车载系统开发流程及标准4.技术能力：1）精通C语言编程，能独立完成MCU底层驱动(如SPI/I2C/CAN)和应用层开发(如业务逻辑、状态机设计)。2）熟悉UDS协议及Bootloader开发流程，具备车载诊断或固件升级相关项目经验3）具有汽车/摩托车仪表系统开发经验者优先(如车速、转速、故障诊断等功能实现)。5.综合素质：抗压能力强，能适应高强度工作节奏，具备快速定位并解决复杂技术问题的能力。,广州维高集团有限公司创立于1988年，是一家研发、制造车用精密电装部品的国家高新技术企业，国家级专精特新小巨人企业，省、市企业技术中心，省专精特新企业，省工程技术研究中心。公司位于白云区江高镇神山轨道...
DEV-EMB-0122,应用软件设计师（网络管理）,广州·黄埔·联和,1.5-2.5万,上市公司,广州海格通信,1000-9999人,通信/网络设备,工作内容：1、卫星网管软件开发；2、信关站接入网专业网管软件开发；3、其它基于web应用的软件开发；  任职要求：  1、本科及以上学历，计算机、通信、电子等相关专业；    2、熟悉J2EE开发环境；  3、具有Mysql、Hbase等数据库开发经验，熟悉4G或5G网络管理优先；  4、本科学历具备2年以上相关工作经验，硕士学历可放宽；职位福利：五险一金、通讯补助、带薪年假、免费班车、周末双休、员工公寓、员工食堂、包吃,广州海格通信集团股份有限公司（股票简称：海格通信，股票代码：002465）创立于2000年8月1日，源自1960年国家第四机械工业部（原国家电子工业部）国营第七五〇厂，目前是广州无线电集团的主要成员企业。2010...
TEST-SWE-0070,软件测试工程师（金融方向）,广州·天河·冼村,8000-15000元,上市公司,汉得信息,10000人以上,计算机软件,岗位描述： 1、主导融资租赁企业信息化项目的系统测试工作，根据业务需求设计测试方案、编写测试用例，覆盖功能测试、业务场景测试等核心测试模块；? 2、执行系统测试流程，精准定位功能缺陷，使用缺陷管理工具（如 JIRA）记录缺陷信息，跟踪缺陷生命周期（提交、确认、修复、验证），确保缺陷闭环，保障系统功能与业务需求匹配；? 3、编制并维护测试相关文档，包括测试方案、测试用例、测试报告（含测试结果、缺陷分析），同时根据测试结果优化用户操作手册中与系统功能相关的内容，确保文档准确性与完整性。 岗位要求： 1、统招本科及以上学历，金融 / 财务 / 会计 / 信息管理相关专业优先；? 2、2 年以上 ERP 系统或金融业务系统（融资租赁 / 汽车金融 / 银行信贷等）测试或实施经验优先，熟悉测试流程与缺陷管理逻辑；? 3、具备融资租赁、汽车金融、银行信贷 / 分期、商业保理、资金业务等相关知识储备者优先，能快速理解金融业务场景；? 4、熟练使用 Office（Excel/Word/PPT）、Axure（原型分析）、Visio（流程图绘制）等办公软件；? 掌握常用测试工具，具备独立设计测试用例、执行测试任务的能力；? ?5、学习能力强，能快速适应新业务、新系统，具备较强抗压性，对信息化实施与测试工作有认同感；? 6、可接受长期驻场客户现场办公，服从项目出差安排；? 7、团队协作能力佳，有责任心，具备良好的 PPT 汇报能力（可向客户清晰呈现测试成果与项目进展）。,上海汉得信息技术股份有限公司（以下简称“汉得”），其前身可以追溯到1996年成立的“上海汉得计算机服务有限公司”，是中国成立较早的本地化的ERP咨询实施公司之一。2011年2月1日，在深圳证券交易所创业...
SLS-IMPL-0018,软件实施实习生,广州·天河·天园,150-200元/天,民营,广东南方数码科技股份有限公司,500-999人,计算机软件,工作内容：1、在客户现场进行软件系统的安装部署、测试、维护和更新；2、对产品进行演示，开展客户培训；3、进行数据建库、入库，在客户现场，完成数据核查、数据处理工作；4、根据项目经理安排，完成相关相关的辅助工作（包括但不限于文档编写、交流记录等）岗位要求：1、本科及以上学历，地理信息、测绘工程、计算机等相关专业，26届优先；2、熟悉arcgis、cass等软件的优先，熟悉数据库oracle、mysql之类的优先；3、具备较强的沟通能力和良好的团队协作精神；4、较强的责任心，工作踏实、认真、勤恳好学 ；5、可全职实习6个月及以上，接受出差或者项目驻点。工作时间：9：00-18：00，午休1.5小时，周末双休您将会获得：1、福利待遇：固定薪资2500+绩效奖金，提供住宿2、商业保险：公司为每位实习生购买商业保险，提供更全面的安全保障3、导师辅导制：实习期间配备对应导师辅导，业务问题、技术难点、毕业设计都能帮你排忧解难4、专业技术培训：针对不同岗位所需专业技能，定期组织培训，让你尽快适应岗位，成长为专业能手。,广东南方数码科技股份有限公司成立于2003年，总部位于广州，是一家集数据、软件、服务于一体的中国领先的地理信息产业服务商、中国地理信息产业“百强企业”，产品业务覆盖地理信息产业链，提供一站式的就近服...
OTH-OTH-0123,品牌宣传实习生（IT背景）,广州·天河·冼村,80-100元/天,上市公司,广发证券,1000-9999人,证券/期货,岗位职责:1.协助搭建和完善品牌营销的AI应用和CRM系统。2.参与公司品牌活动的策划和组织工作。3.协助维护和整理品牌工作数据。 任职要求:1.2026、2027届研究生，计算机、软件工程等相关专业；2.精通Python、Java、C++等至少一门主流编程语言，熟悉主流数据库原理和开发，有AI应用和开发经验者优先；3.对金融市场营销感兴趣，具有良好的沟通协作能力，工作稳重细致，性格踏实；4.实习期不少于2个月，每周到岗3天以上。,广发证券成立于1991年，是国内首批综合类证券公司。公司先后于2010年和2015年分别在深圳证券交易所及香港联合交易所主板上市（股票代码：000776.SZ，1776.HK）。公司营业网点已实现全国31个省市自治区全...
SLS-SW-0094,海外软件销售,广州·天河·林和,9000-12000元,外商独资,北京迈达斯技术有限公司,100-299人,计算机软件,海外软件销售一、岗位职责 1.根据公司总部的经营目标，制定并完成销售目标。 2.维护与海外客户的良好关系，同时积极开拓新的海外市场，增强公司在国际上的市场竞争力。 3.定期制定销售策略和计划，确保销售目标的实现。 4.负责拓展和管理销售区域，建立和维护稳固、平衡的销售网络和客户关系。二、要求: 1.0-1年理工相关领域的技术经验，具备销售经验者优先。 2.理工科相关专业，本科及以上学历，能够适应全英文工作环境，英文流畅表达。 3.具备良好的团队合作精神，能够与团队成员有效协作。 4.拥有出色的市场洞察力和应变能力，具备开拓市场的潜力。 5.对市场开拓充满热情，积极向上，有强烈的责任感。 6.接受海外出差 7.工作地点：广州市天河区林和东路285号，天安人寿中心2301室   其他：出差中国香港、中国澳门、东南亚柬埔寨等（出差频率平均2-3个月一次，一次不会超过一周，大部分时间通过线上和客户进行跟进）,"MIDAS Information Technology Co., Ltd.(简称MIDAS IT) 2002年11月正式成立北京迈达斯技术有限公司，从事桥梁、建筑、岩土、机械领域分析软件的开发、销售、咨询及技术支持工作。成立以来国内软件用户突破30..."
PM-PROJ-0034,IT需求分析主管 (MJ000369),广州·天河·猎德,1-1.3万·13薪,民营,广东启梦玩具实业有限公司,1000-9999人,橡胶和塑料制品,岗位职责：1.深入理解财务业务与流程，并与财务部门紧密配合，跟踪业务绩效，分析关键指标，识别业务机会与风险;2.能从技术、数据视角诊断痛点，提出系统化、自动化的数字化解决方案，支持端到端的业务财务可视化;3.主导完成需求调研及业务流程梳理，系统集成方案设计，致力提升用户体验与效率；4.主导项目全流程管理，制定实施计划并协调开发与业务资源，确保按时保质交付，推动项目落地，及达到预期成果;5.推动财务数据中台或数据仓库建设，确保财务数据的实时性、一致性与可分析性;6.独立处理系统日常运营中的资源模块配置、流程节点配置与流程优化工作;任职资格：1、本科及以上学历，信息技术、财务会计、数据分析等相关专业，持有会计类证书者优先;2、3-5年财务业务分析经验，具备财务数字化转型项目经验，熟悉财务流程与系统的结合点。有潮流快消品、供应链成本管控相关经验者优先，熟悉自有品牌全链条业务运营逻辑;3、具备财务建模能力，能独立设计财务分析数据模型与仪表板;4、精通财务分析及数据工具（Excel、SQL、Power BI/Tableau），熟悉主流ERP财务模块（如金蝶、SAP）及业务系统;5、出色的跨部门沟通与项目管理能力，能够推动多方协作并交付成果;6、逻辑思维严谨，对数据敏感，具备创新思维与持续优化意识;,【公司简介】广东启梦玩具实业有限公司（简称“启梦玩具”），是集玩具原创设计、研发生产、海内外终端销售、动漫影视剧原创制作宣发于一体的文化创意企业。启梦玩具相信梦想具有创造时代、改变世界的力量，并一直...
PM-PROJ-0035,软件项目经理,广州·天河·天园,1.4-2万,民营,广州华资软件技术有限公司,1000-9999人,计算机软件,岗位职责: 1、负责项目的管理以及协调工作，对项目的需求、计划、进度、质量、成本和人员进行有效的控制； 2、带领项目团队进行项目建设，实施项目计划，能组织和协调相关的开发以及进度管理等工作，确保项目按期按照交付； 3、与项目组、管理层、其它相关部门及合作伙伴密切合作，与客户保持良好的关系和有效的沟通； 4、识别和控制项目风险，对项目实施过程中出现的风险及时发现，并制订相应的调整方案和应对措施； 5、合理协调各方人员，监督项目，严格按照既定目标和合同条款进行建设，提高客户满意度； 6、完成上级领导安排的其他专项工作。 任职要求: 1、本科及以上学历，3年以上软件开发项目管理相关工作经验，计算机相关专业；  2、具有良好的需求理解分析能力，善于控制需求边界，能对客户需求进行良好分析和引导；  3、具有良好的文档能力，独立撰写项目需求、项目规划、方案、投标书等文档；  4、具有良好的项目管理能力、协调能力、推动能力、承压能力； 5、善于学习与提炼，表达、沟通能力强；能高效工作，有团队协作精神。 有电子政务行业百万级别项目规模经验者优先。,华资软件自80年代涉足电子政务领域，是业内领先的“智慧政府”解决方案提供商之一。公司掌握云计算、互联网+、大数据+、人工智能+等核心软件技术，形成了“智慧政府”的相关解决方案，全方位提供软件、运维、...
SLS-PRE-0009,顾问培训生(IT数字化咨询方向),广州·海珠·南洲,1.1-1.5万,民营,广东中大管理咨询集团股份有限公司,500-999人,咨询服务,岗位职责：  1.参与大中型集团公司数字化转型咨询项目运作;  2.根据客户和项目需求，收集资料，分析数据，参与访谈、调研，撰写研究文章及报告；  3.参与项目解决方案设计（包括但不局限于数字化转型咨询、业务流程管理咨询、IT规划咨询、供应链管理咨询等），从问题出发，制定符合客户发展实际的问题解决方案； 4.关注相关行业动态并参与行业研究报告的撰写；  5.参与标杆企业研究，完成数据搜集及分析工作。  岗位要求：  1.学历要求：硕士学历及MBA；  ? 2.专业要求：专业不限，管理科学与工程、软件工程、信息管理、信息系统等相关专业优先；  3.核心胜任力：具备较强的分析与解决问题的能力、表达沟通与团队协作能力、逻辑思维以及学习能力等。  职业发展：  商业分析员→ 咨询顾问 → 高级咨询顾问 → 资深咨询顾问 → 咨询总监 → 事业总经理,中大咨询集团，始于1993，是中国咨询行业的先行者与领航员30年稳健发展，正向世界级咨询公司行列迈进提供“咨询+培训+数字化”整体解决方案，帮助中国企业数字化转型全价值链条服务模块，各业务战略协同发...
TEST-SWE-0071,软件测试工程师,广州·黄埔·联和,1.5-2.5万,上市公司,科锐尔人力资源服务(苏州)有限公司,1000-9999人,咨询服务,【工作内容】- 负责公司产品功能、性能及兼容性的测试工作，确保产品质量符合标准；- 编写和执行测试用例，跟踪并记录软件缺陷，推动问题及时解决；- 参与需求评审，从测试角度提出建议，优化产品设计；- 协助开发团队进行自动化测试框架的搭建与维护，提升测试效率。【任职要求】- 本科及以上学历，计算机相关专业优先；- 有3年软件测试经验，自动化测试经验优先，掌握python 英语四级水平,"科锐国际人力资源有限公司成立于1996年，总部位于北京。作为亚洲领先的整体人才解决方案服务商，科锐国际在中国大陆、香港、印度、新加坡等亚洲地区拥有超过79家分支机构，1,500余名专业招聘顾问，在超过18..."
DEV-EMB-0123,工业软件解决方案工程师（BA）,广州·黄埔·联和,2-3万·15薪,上市公司,中控技术股份有限公司,1000-9999人,工业自动化,一、岗位介绍岗位名称：工业软件解决方案工程师（BA）工作地点：广东/福建/广西/江西学历要求：本科及以上学历工作经验：2年及以上流程工业数字化转型或流程工业企业生产运营从业经验，熟悉典型石化、化工行业装置工艺、设备知识，熟悉流程工业自动化、数字化和智能化解决方案二、岗位职责:1、深入客户现场，与生产、技术、管理层沟通，挖掘客户在工艺优化、生产管理、智能工厂建设中的痛点和需求。结合行业趋势（如工业4.0、AI+制造），引导客户需求，并提出针对性解决方案框架；2、基于公司产品矩阵（生产管理软件、AI工艺优化、智能控制软件等），设计技术方案，并输出技术建议书、投标方案、Demo演示系统；3、面向客户高层及技术团队，完成方案宣讲、产品功能演示及技术答疑，与区域销售团队合作达成相关业务指标；4、参与招投标技术环节，提供标书技术方案编写、成本评估及风险预判支持；协调研发、产品、实施团队资源，确保解决方案与客户需求高度匹配；5、跟踪流程工业（化工、制药、能源等）智能化转型趋势，提炼行业共性需求，反馈至产品迭代优化。沉淀行业解决方案案例库，形成标准化模板及知识资产。6、负责持续跟踪区域内客户，建立长期技术信任，参与客户关系经营，提升客户服务满意度，促进二次销售机会。三、任职要求:1、本科及以上学历，自动化、计算机科学与技术、化学工程、工业工程等相关专业背景；2、2年以上流程工业（石化、精细化工、制药、冶金等）领域生产管理软件（数据库、MES、APS、WMS、LIMS等）、AI工艺优化算法的应用场景等售前支持、技术解决方案或软件交付经验；3、有智能工厂规划咨询或工业软件项目落地经验者优先；4、掌握工业软件基础架构，了解主流数据库及工业通信协议（OPC UA、Modbus）、数据采集者优先；5、熟悉流程工业核心工艺（如反应、分离、精馏）及生产管理流程者优先；6、熟练使用PPT、Word、Visio等方案设计工具，掌握Python/SQL基础者优先；7、强的学习能力和创新力，对工业领域智能化最新发展技术及工业AI等知识抱有持续的敏感度和兴趣，具备强大的自驱力、进取心、责任感。,中控技术股份有限公司（简称“中控技术”或“公司”，688777.SH）成立于1999年，是国内领先的流程工业智能制造整体解决方案提供商。公司致力于满足流程工业的产业数字化需求，深耕集散控制系统（DCS）、安...
MIS-INF-0106,"广州/深圳 - IT审计员/助理经理/经理/高级经理, 信息技术审计部",广州·天河·猎德,1.2-2.4万,外商独资,毕马威华振,1000-9999人,咨询服务,"KPMG China provides multidisciplinary services from audit and tax to advisory, with a strong focus on serving our clients’ needs and their industries. Not only do we have an overriding commitment to provide the highest quality services for our clients, but we also strive to become a responsible corporate citizen that has a positive impact on our environment and community. At KPMG, you’ll translate insights into action and reveal opportunities for all—our teams, our clients and our world.Business Line OverviewThe KPMG IT audit services team evaluates the reliability of IT systems, ensuring compliance in business processes, safeguarding data assets, and effectively managing risks. We provide comprehensive IT risk audit and assurance services to help enterprises maintain a secure, efficient, and compliant technological environment in the digital age.Key Responsibilities1. Information Systems and Data Analytics Auditso Conduct audits of enterprise information systems to assess the accuracy, reliability, and compliance of system controls. Identify control gaps and potential risks, and provide improvement recommendations to enhance system availability and compliance.o Effectively leverage data analytics techniques (e.g., SQL/Python tools) to perform full-scale verification of transactions.2. Health Checks and Information System Reviewso Provide health checks and auxiliary reviews of information systems for Initial Public Offerings (IPOs). Identify and evaluate risks related to applications, data management, and business continuity.o Support validation of revenue, costs, and related transactions that rely on information systems, and deliver assessment reports and recommendations.3. Service Organization Control (SOC) Attestationo Offer SOC attestation services to service organizations, confirming the effectiveness of their IT systems and internal control measures and processes. Ensure the objectivity and reliability of the evaluation process.Hiring Requirements：? IT Audit Experience，preferably in Big 4? Relevant certificates preferred(eg. CISA, CISP, CIA, CPA, ACCA, etc.)? Strong verbal and written communication skills.? A sense of responsibility, teamwork spirit, attention to detail, and patience.? Problem-solving skills, innovative mindset, and ability to manage work pressure.About KPMGAt KPMG China, we are committed to being an equal opportunity employer, with zero tolerance for any form of discrimination against any persons. It is important for us to create an inclusive, diverse and agile workplace for our people to develop and thrive at both a personal and professional level.We strive to make ESG (environmental, social and governance) a watermark running through our organisation; from empowering our people to become agents of positive change, to providing better solutions and services to our clients to help them achieve their ESG goals. View Our Impact Plan to learn more about our ESG commitments and progress across four key pillars - Governance, People, Planet and Prosperity – and how we make a positive impact on our people, environment and society.We encourage you to come as you are, and we welcome all qualified candidates to apply, and hope you unlock opportunities with us. Visit KPMG China website for more company information. You acknowledge and agree that all personal information hereby provided regarding yourself will be used by KPMG China for its candidate selection purposed only. KPMG China collects, uses, processes,and retains your personal information in accordance with KPMG China’s Online Privacy Statement and/or KPMG China Privacy Statement (collectively ""Privacy Statement""). During the recruitment process, KPMG China may need to store personal information of candidates in a designated third-party application tracking platform. If you have any questions regarding the information you provided in the form or your job application in general, please contact KPMG China’s HR personnel in the location where your application is submitted [see here].","OverviewKPMG China operates in 28 offices across China, with around 12,000 partners and staff in Beijing, Changsha, Chengdu, Chongqing, Foshan, Fuzhou, Guangzhou, Haikou, Hangzhou, Hefei, J..."
MIS-INF-0107,信息系统监理师,广州·越秀·北京街道,7000-9000元,国企,中通服项目管理咨询有限公司,1000-9999人,咨询服务,一、岗位职责  参与信息系统项目全周期，依法规、标准与合同，监督各阶段，保障项目按计划高质量开展，制定监理计划。  把控项目质量，审查资料，纠偏整改；监控进度，分析偏差原因，协调资源解决延误，确保按时交付。  作为沟通桥梁，协调各方矛盾，促进协作；识别技术、管理、安全等风险，制定策略并跟踪应对。  整理归档监理文档，确保完整准确；协助建设单位组织验收，审核资料、参与测试，推动项目达标验收。二、任职要求  计算机相关专业，具备扎实计算机基础知识，熟悉操作系统、数据库、网络等核心技术。  持有信息系统监理师证书者优先  学习与解决问题能力强，能快速适应变化；沟通协调佳，团队协作好；责任心强、执行力强，工作认真负责；具备一定文档撰写能力，表达清晰准确。,中通服项目管理咨询有限公司（简称中通服咨询公司）成立于1995年，是中国通信服务股份有限公司下属的具有独立法人资格的专业子公司，注册资本5000万元。中国通信服务股份有限公司是经国务院同意、国务院国有...
DEV-EMB-0124,自动驾驶/智能座舱/软件开发等(合资车企),广州·花都·秀全,1.4-2万·17薪,民营,广州瑞迪恩企业管理咨询有限公司,1000-9999人,咨询服务,岗位需求：先行开发创新管理电驱动系统先进技术开发电驱动系统先进技术开发（结构&硬件方向）平台性能先进技术开发悬架先进技术开发平台架构先进技术开发自动驾驶\.行车功能开发自动驾驶\.泊车系统开发（Z5)自动驾驶\.激光雷达传感器开发（Z5)主动安全系统开发自动驾驶\.Camera传感器开发.(PC5)自动驾驶\.GNSS&IMU定位部品开发自动驾驶\.毫米波雷达传感器开发自动驾驶\.AI算法开发自动驾驶 - 驾驶员监控系统开发自动驾驶 Camera传感器开发自动驾驶 传感器融合策略与算法开发自动驾驶 地图定位系统开发自动驾驶 激光雷达传感器开发高级驾驶辅助-NOA功能开发高级驾驶辅助-ICA功能开发高级驾驶辅助系统.声纳传感器系统开发自动驾驶 控制器与硬件架构开发自动驾驶 视觉传感性能开发自动驾驶 微波雷达传感器开发自动驾驶.HMI开发自动驾驶.泊车系统开发底盘动性能开发电动开闭系统及电控开发OTA&系统焕新设计与开发信息娱乐部品开发仪表＆HUD设计与开发座舱声学系统设计与开发座舱视觉显示系统设计与开发座舱系统平台设计与开发座舱域控制器设计与开发FOTA系统开发智能座舱软件开发项目经理智能座舱域系统创新开发域控制器软件开发三维应用软件开发AI&语音应用软件开发Android应用软件开发Linux/QNX应用软件开发Android中间件开发座舱系统软件集成开发仪表中间件开发智驾应用测试开发开发品质保证备注：岗位需求较多，薪资可谈,瑞迪恩咨询总部设立在广州，深圳设分公司，公司主营业务涵盖： RPO、猎头、测评、背景调查，业务辐射国内一二线城市；企业核心团队成员均来自人力资源行业资深菁英，公司具有强大行业寻寻访能力，有丰富的资源...
SLS-SW-0095,软件销售客户经理,广州·天河·长兴,6000-12000元,民营,广州市博纳思教育科技有限公司,20-99人,计算机软件,1、根据公司下达的业绩任务按月完成销售目标；2、跟进公司分配的新旧客户资源，维系客户关系提高满意度；通过已有客户进行挖掘潜在需求；3、积极主动扩展客户资源，推广公司产品与服务，寻找销售机会并促成交易；4、独立或配合其他人员进行产品服务的现场沟通、演示交流，介绍产品服务的优点与价值；5、负责销售数据及客户信息的收集、整理及分析。任职资格：1、大专以上学历，2年以上工作经验，热爱销售岗位；2、具备优秀的干系人分析、需求洞察、客户服务与价值传递能力；3、熟悉立项、招采流程，有高校、医疗相关行业经验及客户资源基础为佳，有B端销售经验；4、具备敏锐的市场意识、创新意识，能精准的捕获客户潜在需求并通过持续的沟通、引导促成交易；5、良好的学习能力、沟通能力，能快速掌握产品/服务的价值并进行目标客户传播。职位福利：五险一金、带薪年假、弹性工作、周末双休、不加班、出差补贴、多次晋升机会,“易才”，专注于为各大高校及教育系统提供人力资源管理及相关系统产品的研发。现用户已覆盖珠三角区域50多所优质的高校和部分双一流（“985”、“211”工程）大学。实现了以人才为中心，提升高校人才价值，为...
EDU-TCH-0011,考研全职教师（英语/数学/政治/计算机408）,广州·天河·元岗,1.3-2.6万,上市公司,新东方教育科技集团有限公司,10000人以上,培训/辅导服务,我们寻找这样的你：如果你对教育充满热忱，渴望在讲台上点亮学生的未来；如果你专业功底扎实，乐于钻研，愿意在考研赛道上深耕；那么，请加入我们——这里不仅是课堂，更是你实现教育理想的舞台。岗位职责：1、负责考研英语、数学、政治、计算机408等任一学科的课程讲授，打造高效、生动的课堂体验；2、参与部门教研、培训、讲座等活动，持续提升教学能力与学科前沿认知；3、配合完成与教学相关的辅助工作，共同推动教学服务的优化与创新。我们希望你：1、硕士及以上学历，专业知识扎实，表达清晰、富有感染力；2、熟悉考研命题规律，曾在考研中取得优异成绩（单科高分或总分优异者优先）；3、具备一定的授课或讲台经验者优先，善于营造积极的学习氛围，激发学生主动性；4、热爱教育，乐于分享；认可新东方的文化精神，与我们共同践行“终身学习、成就学生”的价值观。我们为你提供：1、保障性年薪14万起，首年平均收入可达20万+，为你的专业价值提供有力回报；2、系统化的师训体系与清晰的职业发展路径，助你快速成长为明星讲师；3、开放、包容的团队氛围，与优秀的人一起做有意义的事；4、参与课程研发与教学创新的机会，让你的想法被看见、被实现。如果你已经准备好，接受挑战、拥抱讲台，欢迎投递简历，与我们携手，助力更多学子走进理想的学府！,新东方教育科技集团定位于以学生全面成长为核心，以科技为驱动力的综合性教育集团。集团由1993年成立的北京新东方学校发展壮大而来，目前拥有素质教育、国际教育、成人教育、智慧教育、直播电商等多个业务板块，...
SLS-SW-0096,软件销售经理,广州·天河·员村,1-2万,民营,广东道一信息技术股份有限公司,500-999人,互联网,岗位职责：1、建立并维护与客户的长期良好合作关系，不断独立拓展客户和市场资源，持续发展外部商务合作资源（拓新）；2、为客户推荐有效的解决方案，高效与客户达成合作；3、负责客户的客情维护，持续挖据客户潜在需求，提升客户应用使用频率以及使用的广度与深度（续约增购）；4、负责相关的商务对接，跟进客户回款，对销售业绩负责；5、打造行业标杆客户合作案例。 任职要求： 1、大专及以上学历； 2、2年以上软件销售经验经验者优先； 3、优秀的沟通协调、产品演示能力，高度的责任感和客户服务意识； 4、主动学习能力强，能够对软件产品快速上手； 5、逻辑思维能力强，能够独立解决常规使用问题。,公司介绍：道一云是中国低代码平台的领导厂商、腾讯战略投资企业、腾讯生态核心合作伙伴。作为“低代码、高效率”的数字化应用基础设施提供商，公司致力于组织的生产力提升，为客户提供低代码、高效率的数智化转...
